index,site_store,b2b_b2c,channel_id,region,city_level,store_concept,trade_term,area_range,store_type,urbanization,branch_area,address_2,address_3,showroom_area,warehouse_area,start_month,start_year,end_month,end_year,note,customer_id,customer_name
1935,60001684,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,c108bbe45,customer1
1936,60001685,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,f7e29c55d,customer1
1937,60001686,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,eb0d6cb3f,customer4
1938,60001687,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,491e3a433,customer4
1939,60001688,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,8ff590d73,customer1
1940,60001689,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,7e909a580,customer4
1941,60001690,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,f021d24a5,customer4
1942,60001691,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,dc58eb8cb,customer4
1943,60001697,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,65ae8a6d7,customer1
1944,60001698,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,400413947,customer1
1945,60001699,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,6b7f70271,customer1
1946,60001700,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,980140790,customer1
1947,60001701,B2B,TGPP,KVMB,Còn lại,Cửa hàng chuyên doanh,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,5f1f2209f,customer1
1948,60001702,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,10,2019,,e991d4154,customer445
1949,60001705,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,88d2dd77e,customer3
1950,60001706,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,10,2019,,3620450b4,customer607
1951,60001708,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,660a36641,customer1
1952,60001711,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,08c553d18,customer446
1953,60001713,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,d12618b04,customer18
1954,60001714,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,43acdaad5,customer3
1955,60001715,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,af6130c23,customer3
1956,60001717,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,d3b44ab39,customer3
1957,60001718,B2B,TGPP,KVMB,Còn lại,Cửa hàng chuyên doanh,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,308632646,customer1
1958,60001719,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,44962a52e,customer3
1959,60001720,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,0e6eb38e3,customer1
1960,60001722,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,5c075bfbc,customer1
1961,60001723,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,383b6d741,customer3
1962,60001725,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,efc58b3b1,customer3
1963,60001726,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,19bf7b4c3,customer1
1964,60001727,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,562419eb0,customer1
1965,60001728,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,68c246416,customer1
1966,60001729,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,530915174,customer1
1967,60001731,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,4989d8ee8,customer4
1968,60001732,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,4fa8c9d21,customer4
1969,60001733,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,d8135133a,customer1
1970,60001734,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,ac8e81368,customer3
1971,60001735,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,bf19cb380,customer1
1972,60001741,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,048adaac7,customer3
1973,60001742,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,8afdb95c9,customer4
1974,60001744,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,17839a242,customer4
1975,60001746,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,9ee629f83,customer4
1976,60001747,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,c3089846b,customer4
1977,60001748,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,91fe72b73,customer4
1978,60001749,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,652b86c25,customer4
1979,60001750,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,afa5bacf9,customer1
1980,60001751,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,e82ce2459,customer4
1981,60001754,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,e52158660,customer4
1982,60001757,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,e5d52c36c,customer1
1983,60001758,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,27ff8d505,customer1
1984,60001759,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,3f7749e01,customer1
1985,60001760,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,df71712e5,customer1
1986,60001761,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,159aa35d6,customer1
1987,60001763,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,9095e0024,customer1
1988,60001766,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,66a75984d,customer1
1989,60001767,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,494e07cc8,customer1
1990,60001768,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,1de453c0d,customer619
1991,60001770,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,41c4b04dd,customer4
1992,60001772,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,6bf5f57c5,customer4
1993,60001773,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,cd5543708,customer1
1994,60001774,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,ffd33c089,customer4
1995,60001775,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,8be022ad7,customer1
1996,60001776,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,78f07ed29,customer1
1997,60001777,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,25d25a310,customer1
1998,60001778,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,db6a4b225,customer4
1999,60001779,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,0fb89a759,customer3
2000,60001780,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,ca8034395,customer4
2001,60001781,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,207397fbb,customer3
2002,60001782,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,4c65c6b32,customer1
2003,60001791,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,9988b4f9a,customer1
2004,60001792,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,bf37a0cd6,customer3
2005,60001793,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,b8d8025ba,customer3
2006,60001797,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,3c4fb97e9,customer1
2007,60001801,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,6426c83b4,customer1
2008,60001802,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,a89fdefcd,customer4
2009,60001805,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,cef315662,customer1
2010,60001806,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,8d012e518,customer1
2011,60001807,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,a02c67972,customer4
2012,60001808,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,47a85c33a,customer1
2013,60001809,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,6ff905dc0,customer1
2014,60001810,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,b81af7dfe,customer1
2015,60001811,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,fc3163485,customer1
2016,60001812,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,f380d4fba,customer1
2017,60001813,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,42ff873a9,customer1
2018,60001814,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,df8f20be9,customer1
2019,60001816,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,e2c3be2d8,customer1
2020,60001817,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,d4f8fb26b,customer1
2021,60001818,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,2ce200d1c,customer4
2022,60001820,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,69f101e74,customer1
2023,60001821,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,c1490a015,customer1
2024,60001822,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,6a0dfbd9e,customer4
2025,60001823,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,1064baeb2,customer1
2026,60001824,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,42bc054e7,customer4
2027,60001827,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,a1925eae1,customer1
2028,60001828,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,4ac516119,customer1
2029,60001829,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,a0ee3ac59,customer1
2030,60001831,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,7075e4bdd,customer1
2031,60001832,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,ecfa26a87,customer3
2032,60001834,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,7f805d7fa,customer3
2033,60001836,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,9c29ea24f,customer1
2034,60001838,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,c3c96599e,customer1
2035,60001839,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,2e5333a16,customer4
2036,60001841,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,1e11e28d9,customer1
2037,60001842,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,1510c0f0a,customer4
2038,60001843,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,ed8532719,customer18
2039,60001845,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,da9fe86b4,customer1
2040,60001848,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,cda8deb7d,customer4
2041,60001849,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,c7945efbe,customer18
2042,60001850,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,94c5dc833,customer4
2043,60001851,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,31927fbe5,customer4
2044,60001852,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,2d98245fb,customer1
2045,60001853,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,4fb1e8d70,customer1
2046,60001857,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,9ee76ddab,customer4
2047,60001858,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,3f276ac15,customer4
2048,60001859,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,2d8cf5a6c,customer1
2049,60001861,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,e900ae875,customer1
2050,60001862,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,22c83dc7f,customer4
2051,60001863,B2B,TGPP,KVMB,Còn lại,Cửa hàng chuyên doanh,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,fc233cb5d,customer3
2052,60001865,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,6b1727512,customer1
2053,60001866,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,748361381,customer3
2054,60001868,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,e9e79a43d,customer1
2055,60001869,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,994530387,customer4
2056,60001871,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,c943898d5,customer18
2057,60001873,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,d4f9db62e,customer1
2058,60001874,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,28d48b32c,customer4
2059,60001876,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,bf5d8b68d,customer1
2060,60001877,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,d4483b573,customer4
2061,60001880,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,20ffe5672,customer1
2062,60001882,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,0d009f82e,customer1
2063,60001884,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,1,2011,Closed,Closed,,a46936363,customer310
2064,60001887,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,1,2011,Closed,Closed,,329895e3c,customer1914
2065,60001890,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,32cb1d7ec,customer4
2066,60001891,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,f5a24bcac,customer3
2067,60001893,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,423ff8086,customer4
2068,60001894,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,1,2011,Closed,Closed,,b62386693,customer612
2069,60001895,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,20a522c16,customer3
2070,60001896,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,87b2ebf72,customer3
2071,60001897,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,dc319191e,customer3
2072,60001898,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,11888097c,customer3
2073,60001899,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,1,2011,Closed,Closed,,21136989f,customer1230
2074,60001900,B2B,TGPP,Trung Quốc,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Độc lập,Khác,CNLC,Closed,Closed,,,1,2011,Closed,Closed,,dcc1fc966,customer1973
2075,60001901,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,Closed,Closed,,,1,2011,Closed,Closed,,f1a7272db,customer4
